,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,SCORE 4,DISMISSED 1,DISMISSED 2,DISMISSED 3,DISMISSED 4,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,QUANTIFIER 4 USERNAME,AVG SCORE,SPREAD,DISMISSAL AGREED
640,621f79e243b89009366c8f80,2021-09-16T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,1,1,0,0,False,False,False,True,lee0007#8152,AmwFund#0979,acidlazzer#5796,Nuggan#5183,0,1,False
642,621f79e243b89009366c8f82,2021-09-16T22:00:00.000Z,mheuer#9922,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,1,13,0,False,False,False,True,Mount Manu#3530,Vyvy-vi#5040,Maxwe11#7157,Nuggan#5183,4,13,False
644,621f79e243b89009366c8f84,2021-09-16T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,3,1,1,0,False,False,False,True,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,1,3,False
647,621f79e243b89009366c8f87,2021-09-16T22:00:00.000Z,monstrosity#5714,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,1,3,8,True,False,False,False,PhilH#1102,AmwFund#0979,acidlazzer#5796,hanners717#2022,3,8,False
648,621f79e243b89009366c8f88,2021-09-16T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,3,1,0,0,False,False,False,True,lee0007#8152,AmwFund#0979,acidlazzer#5796,Nuggan#5183,1,3,False
649,621f79e243b89009366c8f89,2021-09-16T22:00:00.000Z,GideonRo#3175,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,1,0,13,True,False,False,False,PhilH#1102,Mettodo#7010,acidlazzer#5796,Usua◎ Silver#2618,3,13,False
651,621f79e243b89009366c8f8b,2021-09-16T22:00:00.000Z,pab🐝🐙#6151,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,5,1,1,0,False,False,False,True,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,1,5,False
653,621f79e243b89009366c8f8d,2021-09-16T22:00:00.000Z,Mettodo#7010,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,3,0,13,True,False,True,False,PhilH#1102,liviade#1387,bends#3537,Usua◎ Silver#2618,4,13,False
654,621f79e243b89009366c8f8e,2021-09-16T22:00:00.000Z,natesuits#4789,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,5,1,0,3,False,False,True,False,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,2,5,False
655,621f79e243b89009366c8f8f,2021-09-16T22:00:00.000Z,sem  🐝#0161,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,1,1,5,True,False,False,False,PhilH#1102,enti#1546,Parrachia#0450,Sha#6179,1,5,False
656,621f79e243b89009366c8f90,2021-09-16T22:00:00.000Z,Nuggan#5183,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,1,13,8,True,False,False,False,PhilH#1102,Vyvy-vi#5040,Maxwe11#7157,hanners717#2022,5,13,False
657,621f79e243b89009366c8f91,2021-09-16T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,13,3,0,8,False,False,True,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,6,13,False
658,621f79e243b89009366c8f92,2021-09-16T22:00:00.000Z,markop#2007,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,1,3,0,False,False,False,True,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,1,3,False
659,621f79e243b89009366c8f94,2021-09-16T22:00:00.000Z,magwalk#8115,ALOYSIOUS#3049,for ,0,0,1,0,True,True,False,True,PhilH#1102,liviade#1387,bends#3537,Nuggan#5183,0,1,False
664,621f79e243b89009366c8f99,2021-09-17T22:00:00.000Z,Benoît Kulesza#7976,Mount Manu#3530,for attending our last community call! 🤙🏻,1,1,5,0,False,False,False,True,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,1,5,False
666,621f79e243b89009366c8f9b,2021-09-17T22:00:00.000Z,fabiomendes#4802,Mount Manu#3530,for attending our last community call! 🤙🏻,5,1,3,0,False,False,False,True,Mount Manu#3530,AmwFund#0979,Maxwe11#7157,Nuggan#5183,2,5,False
670,621f79e243b89009366c8f9f,2021-09-17T22:00:00.000Z,liviade#1387,Mount Manu#3530,for attending our last community call! 🤙🏻,1,1,0,0,False,False,False,True,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,0,1,False
672,621f79e243b89009366c8fa1,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for attending our last community call! 🤙🏻,0,1,1,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,1,5,False
676,621f79e243b89009366c8fa5,2021-09-17T22:00:00.000Z,Suga#8514,Mount Manu#3530,for attending our last community call! 🤙🏻,5,1,1,0,False,False,False,True,Mount Manu#3530,liviade#1387,Parrachia#0450,Nuggan#5183,1,5,False
679,621f79e243b89009366c8fa8,2021-09-17T22:00:00.000Z,ALOYSIOUS#3049,Mount Manu#3530,for attending our last community call! 🤙🏻,1,1,5,0,False,False,False,True,lee0007#8152,AmwFund#0979,acidlazzer#5796,Nuggan#5183,1,5,False
682,621f79e243b89009366c8fab,2021-09-17T22:00:00.000Z,JessicaZartler#2263,Mount Manu#3530,for hanging out with Griff in Vienna,3,3,0,13,False,False,True,False,Zeptimus#3359,AmwFund#0979,Parrachia#0450,hanners717#2022,4,13,False
683,621f79e243b89009366c8fac,2021-09-17T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for hanging out with Griff in Vienna,13,3,0,1,False,False,True,False,Zeptimus#3359,Mettodo#7010,Parrachia#0450,divine_comedian#5493,4,13,False
684,621f79e243b89009366c8fad,2021-09-17T22:00:00.000Z,JessicaZartler#2263,Mount Manu#3530,for the Vienna deep dives! 🧙🏻‍♂️,8,3,0,13,False,False,True,False,Zeptimus#3359,AmwFund#0979,Parrachia#0450,hanners717#2022,6,13,False
686,621f79e243b89009366c8faf,2021-09-17T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for the Vienna deep dives! 🧙🏻‍♂️,8,3,0,1,False,False,True,False,Zeptimus#3359,Mettodo#7010,Parrachia#0450,divine_comedian#5493,3,8,False
711,621f79e243b89009366c8fc8,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,"for the Params campaign, Twitter, and the forum spots and engagement 👌🏻",0,5,8,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4,8,False
715,621f79e243b89009366c8fcc,2021-09-17T22:00:00.000Z,anna-marie#8824,Mount Manu#3530,for the new Communitas WG 🏘️,0,0,1,13,False,True,False,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,4,13,False
730,621f79e243b89009366c8fdb,2021-09-17T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for engaging in the AGAVE proposal debates and forum posts 🧑🏻‍🏫,5,0,5,0,False,False,False,True,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,2,5,False
735,621f79e243b89009366c8fe0,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for engaging in the AGAVE proposal debates and forum posts 🧑🏻‍🏫,0,1,3,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,2,5,False
736,621f79e243b89009366c8fe1,2021-09-17T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for their work in the Commons Configuration Dashboard 🇧🇷 🥷🏻,0,21,3,21,True,False,False,False,lee0007#8152,Vyvy-vi#5040,teaci#6108,Usua◎ Silver#2618,11,21,False
740,621f79e243b89009366c8fe5,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for gathering all the people to do the user testing ✍🏻,0,0,13,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4,13,False
744,621f79e243b89009366c8fe9,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for welcoming Benoît into the <:TEC_green:835409757183279134>,0,3,3,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,2,5,False
750,621f79e243b89009366c8fef,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for his energetic grace recruiting for user testing ⚡,0,3,5,8,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4,8,False
751,621f79e243b89009366c8ff0,2021-09-17T22:00:00.000Z,Benoît Kulesza#7976,Mount Manu#3530,for joining the TEC <:TEC:835016327542210560>,0,1,5,1,True,False,False,False,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,1,5,False
756,621f79e243b89009366c8ff5,2021-09-17T22:00:00.000Z,sem  🐝#0161,Mount Manu#3530,for posting the video 📹,3,3,0,8,False,False,True,False,PhilH#1102,enti#1546,Parrachia#0450,Sha#6179,3,8,False
760,621f79e243b89009366c8ff9,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for his support in Comms 💪🏻,0,5,8,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4,8,False
768,621f79e243b89009366c9001,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for the amazing onboarding session they held this week 🙌🏻,0,5,5,8,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4,8,False
777,621f79e243b89009366c900a,2021-09-17T22:00:00.000Z,pKrepe#5682,Mount Manu#3530,"for their work in the Params WG designing, developing, and testing the CCD 🤖",0,0,1,34,False,True,False,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,10,34,False
779,621f79e243b89009366c900c,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,"for their work in the Params WG designing, developing, and testing the CCD 🤖",0,0,1,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,1,5,False
784,621f79e243b89009366c9011,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for joining the TEC Coordination Onboarding call,0,1,1,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,1,5,False
797,621f79e243b89009366c901e,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for their work in Params which makes the TEC's mission possible 🥲,0,0,3,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,2,5,False
812,621f79e243b89009366c902d,2021-09-17T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for his support in the 2nd Graviton training 😏,0,0,5,8,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,3,8,False
843,621f79e243b89009366c904c,2021-09-18T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for being consistent with their support of TEC and always showing up to build and develop our community 🎖️ <:TEC_green:835409757183279134> 📈,0,8,3,8,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,4,8,False
865,621f79e243b89009366c9062,2021-09-18T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for their support in the creation of the Communitas WG 🏘️,0,5,8,8,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,5,8,False
877,621f79e243b89009366c906e,2021-09-18T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for joining the coordination onboarding call 🤙🏻,0,1,1,5,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,1,5,False
879,621f79e243b89009366c9070,2021-09-18T22:00:00.000Z,Benoît Kulesza#7976,Mount Manu#3530,for _also_ joining the coordination onboarding call 💪🏻,1,1,5,0,False,False,False,True,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,1,5,False
884,621f79e243b89009366c9075,2021-09-18T22:00:00.000Z,liviade#1387,Mount Manu#3530,for taking part in the rewards system call 📊,1,1,1,0,False,False,False,True,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,0,1,False
886,621f79e243b89009366c9077,2021-09-18T22:00:00.000Z,mateodaza#3156,Mount Manu#3530,for taking part in the rewards system call 📊,1,1,8,0,False,False,False,True,PhilH#1102,enti#1546,acidlazzer#5796,Nuggan#5183,2,8,False
893,621f79e243b89009366c907e,2021-09-18T22:00:00.000Z,Mount Manu#3530,Mount Manu#3530,for doing a 3-hour long praise transcription session 💪🏻,0,5,13,34,True,False,False,False,innov8tor3#3988,liviade#1387,bends#3537,hanners717#2022,13,34,False
934,621f79e243b89009366c90f5,2021-09-20T22:00:00.000Z,nic#9212,chuygarcia.eth#6692,for attending the Comms WG call today <:TEC:835016327542210560>,5,1,1,0,False,False,False,True,Mount Manu#3530,liviade#1387,Parrachia#0450,Nuggan#5183,1,5,False
936,621f79e243b89009366c90f7,2021-09-20T22:00:00.000Z,ZER8🧠#9093,chuygarcia.eth#6692,for attending the Comms WG call today <:TEC:835016327542210560>,1,1,1,0,False,False,False,True,Zeptimus#3359,Mettodo#7010,Parrachia#0450,Nuggan#5183,0,1,False
953,621f79e243b89009366c9108,2021-09-21T22:00:00.000Z,iviangita#3204,Zeptimus#3359,for drafting the first transparency budget,89,3,0,21,False,False,True,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,28,89,False
1019,621f79e243b89009366c9154,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for sharing a lot of ideas on how other DAOs are doing treasury management,0,3,8,21,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,8,21,False
1020,621f79e243b89009366c9155,2021-09-23T22:00:00.000Z,liviade#1387,kristofer#1475,for joining the TEC Reward Systems dev call.,1,1,1,0,False,False,False,True,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,0,1,False
1024,621f79e243b89009366c9159,2021-09-23T22:00:00.000Z,Vyvy-vi#5040,kristofer#1475,for joining the TEC Reward Systems dev call.,1,1,5,0,False,False,False,True,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,1,5,False
1027,621f79e243b89009366c915c,2021-09-23T22:00:00.000Z,diganta.eth#0692,kristofer#1475,for joining the TEC Reward Systems dev call.,1,1,1,0,False,False,False,True,Zeptimus#3359,AmwFund#0979,Parrachia#0450,Nuggan#5183,0,1,False
1075,621f79e243b89009366c918c,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for their contributions to the Comms WG,0,3,3,13,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,4,13,False
1110,621f79e243b89009366c91af,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for great Twitter work,0,1,0,13,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,4,13,False
1132,621f79e243b89009366c91c5,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for all the visibility the TEC is having,0,3,13,13,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,7,13,False
1142,621f79e243b89009366c91cf,2021-09-23T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for taking issues to work on in the reward system,13,0,21,5,False,True,False,False,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,9,21,False
1155,621f79e243b89009366c91dc,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,"for resolving the issue with Mt Manu's SWAG, which just arrived to the post office today",0,3,0,21,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,6,21,False
1188,621f79e243b89009366c91fd,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for coming to the Stewards Council,0,1,3,21,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,6,21,False
1206,621f79e243b89009366c920f,2021-09-23T22:00:00.000Z,Benoît Kulesza#7976,iviangita#3204,for joining the Community Call,1,1,5,0,False,False,False,True,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,1,5,False
1215,621f79e243b89009366c9218,2021-09-23T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for all the resource-sharing and support seen in other communities,0,8,8,34,True,False,False,False,innov8tor3#3988,AmwFund#0979,teaci#6108,Usua◎ Silver#2618,12,34,False
1235,621f79e243b89009366c922c,2021-09-23T22:00:00.000Z,liviade#1387,iviangita#3204,for having black hair again,3,1,0,1,False,False,True,False,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,1,3,False
1238,621f79e243b89009366c922f,2021-09-23T22:00:00.000Z,Benoît Kulesza#7976,iviangita#3204,for joining the Community Call after coming to the TE Scouts onboarding session,0,1,5,0,False,False,False,True,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,1,5,False
1245,621f79e243b89009366c9236,2021-09-23T22:00:00.000Z,iviangita#3204,iviangita#3204,for sharing time and calls with Edu this week,0,1,5,13,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,4,13,False
1259,621f79e243b89009366c9244,2021-09-23T22:00:00.000Z,liviade#1387,iviangita#3204,"for joining TEC Community Call 50
https://youtu.be/aWzxa3C6u18",1,1,0,0,False,False,False,True,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,0,1,False
1264,621f79e243b89009366c9249,2021-09-23T22:00:00.000Z,DecentralizeSDGs#7544,iviangita#3204,"for joining TEC Community Call 50
https://youtu.be/aWzxa3C6u18",1,1,1,0,False,False,False,True,PhilH#1102,liviade#1387,bends#3537,Nuggan#5183,0,1,False
1266,621f79e243b89009366c924b,2021-09-23T22:00:00.000Z,bends#3537,iviangita#3204,"for joining TEC Community Call 50
https://youtu.be/aWzxa3C6u18",5,0,0,0,False,False,True,False,Mount Manu#3530,enti#1546,Parrachia#0450,divine_comedian#5493,1,5,False
1267,621f79e243b89009366c924c,2021-09-23T22:00:00.000Z,Benoît Kulesza#7976,iviangita#3204,"for joining TEC Community Call 50
https://youtu.be/aWzxa3C6u18",0,1,5,0,False,False,False,True,Zeptimus#3359,Mettodo#7010,acidlazzer#5796,Nuggan#5183,1,5,False
1268,621f79e243b89009366c924d,2021-09-23T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,"for joining TEC Community Call 50
https://youtu.be/aWzxa3C6u18",1,1,5,0,False,False,False,True,lee0007#8152,AmwFund#0979,acidlazzer#5796,Nuggan#5183,1,5,False
1274,621f79e243b89009366c9262,2021-09-23T22:00:00.000Z,ALOYSIOUS#3049,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,1,1,3,0,False,False,False,True,lee0007#8152,AmwFund#0979,acidlazzer#5796,Nuggan#5183,1,3,False
1275,621f79e243b89009366c9263,2021-09-23T22:00:00.000Z,Atotsm#5719,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,0,1,False,False,True,False,Mount Manu#3530,enti#1546,Parrachia#0450,divine_comedian#5493,1,3,False
1277,621f79e243b89009366c9265,2021-09-23T22:00:00.000Z,bradleyc#3333,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,1,3,1,True,False,False,False,PhilH#1102,enti#1546,acidlazzer#5796,divine_comedian#5493,1,3,False
1278,621f79e243b89009366c9266,2021-09-23T22:00:00.000Z,GideonRo#3175,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,1,3,3,True,False,False,False,PhilH#1102,Mettodo#7010,acidlazzer#5796,Usua◎ Silver#2618,1,3,False
1280,621f79e243b89009366c9268,2021-09-23T22:00:00.000Z,KZ Flyer#0926,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,3,1,1,0,False,False,False,True,Mount Manu#3530,Vyvy-vi#5040,Maxwe11#7157,Nuggan#5183,1,3,False
1282,621f79e243b89009366c926a,2021-09-23T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,1,0,0,False,False,True,False,Mount Manu#3530,enti#1546,bends#3537,Sha#6179,1,5,False
1283,621f79e243b89009366c926b,2021-09-23T22:00:00.000Z,Mettodo#7010,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,1,0,1,True,False,True,False,PhilH#1102,liviade#1387,bends#3537,Usua◎ Silver#2618,0,1,False
1284,621f79e243b89009366c926c,2021-09-23T22:00:00.000Z,r33pich33p#6906,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,1,5,0,False,False,False,True,Mount Manu#3530,Vyvy-vi#5040,teaci#6108,Nuggan#5183,2,5,False
1285,621f79e243b89009366c926d,2021-09-23T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,3,0,21,False,False,True,False,Zeptimus#3359,liviade#1387,bends#3537,Usua◎ Silver#2618,6,21,False
1286,621f79e243b89009366c926e,2021-09-23T22:00:00.000Z,anna-marie#8824,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,3,0,13,True,False,True,False,PhilH#1102,Mettodo#7010,bends#3537,Usua◎ Silver#2618,4,13,False
1288,621f79e243b89009366c9270,2021-09-23T22:00:00.000Z,liviade#1387,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,1,0,0,True,False,False,True,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,0,1,False
1289,621f79e243b89009366c9271,2021-09-23T22:00:00.000Z,sem  🐝#0161,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,1,0,5,True,False,True,False,PhilH#1102,enti#1546,Parrachia#0450,Sha#6179,1,5,False
1291,621f79e243b89009366c9273,2021-09-23T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,3,1,1,0,False,False,False,True,lee0007#8152,AmwFund#0979,Parrachia#0450,divine_comedian#5493,1,3,False
1294,621f79e243b89009366c9276,2021-09-23T22:00:00.000Z,GideonRo#3175,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,1,0,21,True,False,False,False,PhilH#1102,Mettodo#7010,acidlazzer#5796,Usua◎ Silver#2618,5,21,False
1295,621f79e243b89009366c9277,2021-09-23T22:00:00.000Z,eduardovegap#0422,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,1,1,0,False,False,False,True,Zeptimus#3359,enti#1546,Parrachia#0450,divine_comedian#5493,0,1,False
1296,621f79e243b89009366c9278,2021-09-23T22:00:00.000Z,monstrosity#5714,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,0,1,0,5,True,False,False,False,PhilH#1102,AmwFund#0979,acidlazzer#5796,hanners717#2022,1,5,False
1297,621f79e243b89009366c9279,2021-09-23T22:00:00.000Z,natesuits#4789,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,8,1,0,3,False,False,True,False,Mount Manu#3530,Mettodo#7010,bends#3537,Sha#6179,3,8,False
1298,621f79e243b89009366c927a,2021-09-23T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,1,1,3,0,False,False,False,True,Zeptimus#3359,enti#1546,acidlazzer#5796,divine_comedian#5493,1,3,False
1309,621f79e243b89009366c9285,2021-09-26T22:00:00.000Z,iviangita#3204,iviangita#3204,for joining the Transparency WG biweekly sync and sharing ideas around Treasury Management,0,3,0,21,True,False,False,False,innov8tor3#3988,enti#1546,Maxwe11#7157,Usua◎ Silver#2618,6,21,False
1339,621f79e243b89009366c92a3,2021-09-27T22:00:00.000Z,r33pich33p#6906,Suga#8514,for attending the Communitas WG weekly sync!,5,1,1,0,False,False,False,True,Mount Manu#3530,Vyvy-vi#5040,teaci#6108,Nuggan#5183,1,5,False
1370,621f79e243b89009366c92c2,2021-09-28T22:00:00.000Z,liviade#1387,chuygarcia.eth#6692,for attending the Comms WG call <:TEC:835016327542210560>,1,1,0,0,False,False,False,True,PhilH#1102,enti#1546,Parrachia#0450,Nuggan#5183,0,1,False
1371,621f79e243b89009366c92c3,2021-09-28T22:00:00.000Z,nic#9212,chuygarcia.eth#6692,for attending the Comms WG call <:TEC:835016327542210560>,5,1,0,0,False,False,False,True,Mount Manu#3530,liviade#1387,Parrachia#0450,Nuggan#5183,1,5,False
1372,621f79e243b89009366c92c4,2021-09-28T22:00:00.000Z,foreverkatie#0788,chuygarcia.eth#6692,for attending the Comms WG call <:TEC:835016327542210560>,1,1,1,0,False,False,False,True,PhilH#1102,AmwFund#0979,Parrachia#0450,Nuggan#5183,0,1,False
1373,621f79e243b89009366c92c5,2021-09-28T22:00:00.000Z,coco_xyz#711,chuygarcia.eth#6692,for attending the Comms WG call <:TEC:835016327542210560>,1,1,1,0,False,False,False,True,Zeptimus#3359,Mettodo#7010,Parrachia#0450,Nuggan#5183,0,1,False
